,symbol,identifier,series,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,totalTradedVolume,totalTradedValue,lastUpdateTime,yearHigh,yearLow,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,chartTodayPath,meta
133,GLENMARK,,EQ,426.95,426.95,418.1,420.2,422.85,-2.65,-0.63,609811,256693842.3,12-Sep-22,551.8,348.5,23.84922073,-20.57388809,-24.86,14-Oct-21,https://static.nseindia.com/sparklines/365d/GLENMARK-EQ.jpg,16-Sep-22,6.02,https://static.nseindia.com/sparklines/30d/GLENMARK-EQ.jpg,https://static.nseindia.com/sparklines/today/GLENMARKEQN.jpg,"{'symbol': 'GLENMARK', 'companyName': 'Glenmark Pharmaceuticals Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE935A01035'}"
134,HDFCBANK,,EQ,1503.2,1516.1,1489.6,1497.1,1507.55,-10.45,-0.69,5409030,8102510579,31-Dec-99,1722.1,1271.6,13.06544335,-17.73356401,-14.27,14-Oct-21,https://static.nseindia.com/sparklines/365d/HDFCBANK-EQ.jpg,16-Sep-22,-3.09,https://static.nseindia.com/sparklines/30d/HDFCBANK-EQ.jpg,https://static.nseindia.com/sparklines/today/HDFCBANKEQN.jpg,"{'symbol': 'HDFCBANK', 'companyName': 'HDFC Bank Limited', 'industry': 'BANKS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE040A01034'}"
135,TATACHEM,,EQ,1137.2,1140.05,1108.5,1123.5,1131.5,-8,-0.71,1371711,1537660597,31-Dec-99,1214.9,773.35,7.523252943,-45.27704144,7.19,14-Oct-21,https://static.nseindia.com/sparklines/365d/TATACHEM-EQ.jpg,16-Sep-22,5.09,https://static.nseindia.com/sparklines/30d/TATACHEM-EQ.jpg,https://static.nseindia.com/sparklines/today/TATACHEMEQN.jpg,"{'symbol': 'TATACHEM', 'companyName': 'Tata Chemicals Limited', 'industry': 'CHEMICALS - INORGANIC', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE344201012'}"
136,MCX,,EQ,1503,1513.4,1490.35,1491.85,1502.8,-10.95,-0.73,121051,181472396.1,19-Sep-22,2021.95,1143,26.21726551,-30.52055993,-36.9,14-Oct-21,https://static.nseindia.com/sparklines/365d/MCX-EQ.jpg,16-Sep-22,4.54,https://static.nseindia.com/sparklines/30d/MCX-EQ.jpg,https://static.nseindia.com/sparklines/today/MCXEQN.jpg,"{'symbol': 'MCX', 'companyName': 'Multi Commodity Exchange of India Limited', 'industry': 'FINANCE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE745G01035'}"
137,ASHOKLEY,,EQ,147.8,148.7,146.25,146.95,148.05,-1.1,-0.74,13308911,1955345204,31-Dec-99,169.45,93.2,13.27825317,-57.67167382,2.28,14-Oct-21,https://static.nseindia.com/sparklines/365d/ASHOKLEY-EQ.jpg,16-Sep-22,-7.73,https://static.nseindia.com/sparklines/30d/ASHOKLEY-EQ.jpg,https://static.nseindia.com/sparklines/today/ASHOKLEYEQN.jpg,"{'symbol': 'ASHOKLEY', 'companyName': 'Ashok Leyland Limited', 'industry': 'AUTOMOBILES - 4 WHEELERS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE208A01029'}"
138,IPCALAB,,EQ,908,913.1,901,901.4,908.4,-7,-0.77,146801,133282095.9,31-Dec-99,1128.5,831.05,20.12405848,-8.465194633,-63.13,14-Oct-21,https://static.nseindia.com/sparklines/365d/IPCALAB-EQ.jpg,16-Sep-22,3.71,https://static.nseindia.com/sparklines/30d/IPCALAB-EQ.jpg,https://static.nseindia.com/sparklines/today/IPCALABEQN.jpg,"{'symbol': 'IPCALAB', 'companyName': 'IPCA Laboratories Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE571A01038'}"
139,INDIAMART,,EQ,4717.4,4760,4680,4680,4717.4,-37.4,-0.79,49166,231758690.8,01-Sep-22,7928.8,3676,40.9746746,-27.31229597,-53.62,14-Oct-21,https://static.nseindia.com/sparklines/365d/INDIAMART-EQ.jpg,16-Sep-22,-2.53,https://static.nseindia.com/sparklines/30d/INDIAMART-EQ.jpg,https://static.nseindia.com/sparklines/today/INDIAMARTEQN.jpg,"{'symbol': 'INDIAMART', 'companyName': 'Indiamart Intermesh Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE933S01016'}"
140,OBEROIRLTY,,EQ,935,936.55,917.45,923.95,931.4,-7.45,-0.8,146180,135242812.4,31-Dec-99,1088.95,725.95,15.15221085,-27.27460569,-10.33,14-Oct-21,https://static.nseindia.com/sparklines/365d/OBEROIRLTY-EQ.jpg,16-Sep-22,-16.09,https://static.nseindia.com/sparklines/30d/OBEROIRLTY-EQ.jpg,https://static.nseindia.com/sparklines/today/OBEROIRLTYEQN.jpg,"{'symbol': 'OBEROIRLTY', 'companyName': 'Oberoi Realty Limited', 'industry': 'CONSTRUCTION', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE093I01010'}"
141,ICICIPRULI,,EQ,520,520.15,511.2,515,519.15,-4.15,-0.8,341572,175947152.9,31-Dec-99,679.95,430,24.2591367,-19.76744186,-21.82,14-Oct-21,https://static.nseindia.com/sparklines/365d/ICICIPRULI-EQ.jpg,16-Sep-22,-8.39,https://static.nseindia.com/sparklines/30d/ICICIPRULI-EQ.jpg,https://static.nseindia.com/sparklines/today/ICICIPRULIEQN.jpg,"{'symbol': 'ICICIPRULI', 'companyName': 'ICICI Prudential Life Insurance Company Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE726G01019'}"
142,NAUKRI,,EQ,3930,3939.9,3880,3899,3931.75,-32.75,-0.83,131025,510537602.3,18-Aug-22,6696,3313,41.77120669,-17.68789617,-45.93,14-Oct-21,https://static.nseindia.com/sparklines/365d/NAUKRI-EQ.jpg,16-Sep-22,-8.06,https://static.nseindia.com/sparklines/30d/NAUKRI-EQ.jpg,https://static.nseindia.com/sparklines/today/NAUKRIEQN.jpg,"{'symbol': 'NAUKRI', 'companyName': 'Info Edge (India) Limited', 'industry': 'COMPUTERS - SOFTWARE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE663F01024'}"
143,L&TFH,,EQ,82.8,83.1,81.4,81.65,82.35,-0.7,-0.85,5260659,431637071,31-Dec-99,92.2,58.5,11.44251627,-39.57264957,-18.02,14-Oct-21,https://static.nseindia.com/sparklines/365d/L&TFH-EQ.jpg,16-Sep-22,-5.09,https://static.nseindia.com/sparklines/30d/L&TFH-EQ.jpg,https://static.nseindia.com/sparklines/today/L&TFHEQN.jpg,"{'symbol': 'L&TFH', 'companyName': 'L&T Finance Holdings Limited', 'industry': 'FINANCE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['BE'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE498L01015'}"
144,BEL,,EQ,110.6,111.4,108.6,109,109.95,-0.95,-0.86,22356935,2445848689,15-Sep-22,114.65,62.33,4.928041867,-74.8756618,-51.65,14-Oct-21,https://static.nseindia.com/sparklines/365d/BEL-EQ.jpg,16-Sep-22,-8.29,https://static.nseindia.com/sparklines/30d/BEL-EQ.jpg,https://static.nseindia.com/sparklines/today/BELEQN.jpg,"{'symbol': 'BEL', 'companyName': 'Bharat Electronics Limited', 'industry': 'ELECTRONICS - INDUSTRIAL', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE263A01024'}"
145,ZEEL,,EQ,267.45,268.85,264.05,265.05,267.4,-2.35,-0.88,4227965,1124680970,15-Sep-22,378.7,200.5,30.01056245,-32.19451372,-17.56,14-Oct-21,https://static.nseindia.com/sparklines/365d/ZEEL-EQ.jpg,16-Sep-22,0.96,https://static.nseindia.com/sparklines/30d/ZEEL-EQ.jpg,https://static.nseindia.com/sparklines/today/ZEELEQN.jpg,"{'symbol': 'ZEEL', 'companyName': 'Zee Entertainment Enterprises Limited', 'industry': 'MEDIA & ENTERTAINMENT', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['O1', 'O2', 'P1', 'P2'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE256A04022'}"
146,CANFINHOME,,EQ,521.15,522.75,511.2,516.5,521.15,-4.65,-0.89,540693,279159795.9,18-Aug-22,685,406.65,24.59854015,-27.01340219,-28.21,14-Oct-21,https://static.nseindia.com/sparklines/365d/CANFINHOME-EQ.jpg,16-Sep-22,-20.91,https://static.nseindia.com/sparklines/30d/CANFINHOME-EQ.jpg,https://static.nseindia.com/sparklines/today/CANFINHOMEEQN.jpg,"{'symbol': 'CANFINHOME', 'companyName': 'Can Fin Homes Limited', 'industry': 'FINANCE - HOUSING', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['BE'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE477A01020'}"
147,AUROPHARMA,,EQ,559.45,562.9,549.7,553,558.35,-5.35,-0.96,740443,409472383.4,31-Dec-99,742,494.3,25.47169811,-11.87537932,-28.51,14-Oct-21,https://static.nseindia.com/sparklines/365d/AUROPHARMA-EQ.jpg,16-Sep-22,-2.49,https://static.nseindia.com/sparklines/30d/AUROPHARMA-EQ.jpg,https://static.nseindia.com/sparklines/today/AUROPHARMAEQN.jpg,"{'symbol': 'AUROPHARMA', 'companyName': 'Aurobindo Pharma Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE406A01037'}"
148,INFY,,EQ,1520.45,1520.45,1501.15,1516,1530.75,-14.75,-0.96,4509682,6807229689,27-Oct-22,1953.9,1355,22.41158708,-11.88191882,-13.16,14-Oct-21,https://static.nseindia.com/sparklines/365d/INFY-EQ.jpg,16-Sep-22,8.2,https://static.nseindia.com/sparklines/30d/INFY-EQ.jpg,https://static.nseindia.com/sparklines/today/INFYEQN.jpg,"{'symbol': 'INFY', 'companyName': 'Infosys Limited', 'industry': 'COMPUTERS - SOFTWARE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE009A01021'}"
149,TORNTPHARM,,EQ,1693.7,1698.05,1661,1672.95,1689.55,-16.6,-0.98,154415,258112393.3,31-Dec-99,1708,1242.08,2.052107728,-34.68939199,-49.51,14-Oct-21,https://static.nseindia.com/sparklines/365d/TORNTPHARM-EQ.jpg,16-Sep-22,6.88,https://static.nseindia.com/sparklines/30d/TORNTPHARM-EQ.jpg,https://static.nseindia.com/sparklines/today/TORNTPHARMEQN.jpg,"{'symbol': 'TORNTPHARM', 'companyName': 'Torrent Pharmaceuticals Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE685A01028'}"
150,SBILIFE,,EQ,1280,1281.85,1259.5,1263.4,1276.05,-12.65,-0.99,336277,425740133.1,31-Dec-99,1340.35,1003.5,5.741037789,-25.89935227,0.36,14-Oct-21,https://static.nseindia.com/sparklines/365d/SBILIFE-EQ.jpg,16-Sep-22,-6.48,https://static.nseindia.com/sparklines/30d/SBILIFE-EQ.jpg,https://static.nseindia.com/sparklines/today/SBILIFEEQN.jpg,"{'symbol': 'SBILIFE', 'companyName': 'SBI Life Insurance Company Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE123W01016'}"
151,CHAMBLFERT,,EQ,312.1,312.75,306.55,307.2,310.3,-3.1,-1,1383571,427177546.3,19-Aug-22,516,260.8,40.46511628,-17.79141104,-14.53,14-Oct-21,https://static.nseindia.com/sparklines/365d/CHAMBLFERT-EQ.jpg,16-Sep-22,-4.17,https://static.nseindia.com/sparklines/30d/CHAMBLFERT-EQ.jpg,https://static.nseindia.com/sparklines/today/CHAMBLFERTEQN.jpg,"{'symbol': 'CHAMBLFERT', 'companyName': 'Chambal Fertilizers & Chemicals Limited', 'industry': 'FERTILISERS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE085A01013'}"
152,HDFCLIFE,,EQ,545.4,546.9,536.5,539.9,545.4,-5.5,-1.01,1514523,817494079.7,31-Dec-99,723.95,497.05,25.42302645,-8.620863092,-24.51,14-Oct-21,https://static.nseindia.com/sparklines/365d/HDFCLIFE-EQ.jpg,16-Sep-22,-4.21,https://static.nseindia.com/sparklines/30d/HDFCLIFE-EQ.jpg,https://static.nseindia.com/sparklines/today/HDFCLIFEEQN.jpg,"{'symbol': 'HDFCLIFE', 'companyName': 'HDFC Life Insurance Company Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE795G01014'}"
153,DIVISLAB,,EQ,3781.45,3793.2,3710.8,3743,3781.45,-38.45,-1.02,386100,1442913615,11-Aug-22,5225,3365.55,28.36363636,-11.215106,-33.39,14-Oct-21,https://static.nseindia.com/sparklines/365d/DIVISLAB-EQ.jpg,16-Sep-22,0.14,https://static.nseindia.com/sparklines/30d/DIVISLAB-EQ.jpg,https://static.nseindia.com/sparklines/today/DIVISLABEQN.jpg,"{'symbol': 'DIVISLAB', 'companyName': ""Divi's Laboratories Limited"", 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE361B01024'}"
154,BPCL,,EQ,305.55,305.55,298.8,302,305.1,-3.1,-1.02,3839115,1155650397,19-Aug-22,434,288.05,30.41474654,-4.842909217,-35.43,14-Oct-21,https://static.nseindia.com/sparklines/365d/BPCL-EQ.jpg,16-Sep-22,-7.7,https://static.nseindia.com/sparklines/30d/BPCL-EQ.jpg,https://static.nseindia.com/sparklines/today/BPCLEQN.jpg,"{'symbol': 'BPCL', 'companyName': 'Bharat Petroleum Corporation Limited', 'industry': 'REFINERIES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE029A01011'}"
155,HINDUNILVR,,EQ,2544.95,2546,2515.25,2520,2546.35,-26.35,-1.03,889055,2243210233,01-Nov-22,2734,1901.55,7.827359181,-32.5234677,-2.23,14-Oct-21,https://static.nseindia.com/sparklines/365d/HINDUNILVR-EQ.jpg,16-Sep-22,2.47,https://static.nseindia.com/sparklines/30d/HINDUNILVR-EQ.jpg,https://static.nseindia.com/sparklines/today/HINDUNILVREQN.jpg,"{'symbol': 'HINDUNILVR', 'companyName': 'Hindustan Unilever Limited', 'industry': 'DIVERSIFIED', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE030A01027'}"
156,MPHASIS,,EQ,1990,1993.65,1956,1969,1989.7,-20.7,-1.04,294554,579390663.5,31-Dec-99,3494.8,1928.5,43.65915074,-2.100077781,-35.68,14-Oct-21,https://static.nseindia.com/sparklines/365d/MPHASIS-EQ.jpg,16-Sep-22,4.2,https://static.nseindia.com/sparklines/30d/MPHASIS-EQ.jpg,https://static.nseindia.com/sparklines/today/MPHASISEQN.jpg,"{'symbol': 'MPHASIS', 'companyName': 'MphasiS Limited', 'industry': 'COMPUTERS - SOFTWARE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE356A01018'}"
157,MCDOWELL-N,,EQ,894.9,897.75,881.65,883.85,893.25,-9.4,-1.05,879336,780261212.9,31-Dec-99,1019.95,712,13.34379136,-24.13623596,-7.07,14-Oct-21,https://static.nseindia.com/sparklines/365d/MCDOWELL-N-EQ.jpg,16-Sep-22,-1.47,https://static.nseindia.com/sparklines/30d/MCDOWELL-N-EQ.jpg,https://static.nseindia.com/sparklines/today/MCDOWELL-NEQN.jpg,"{'symbol': 'MCDOWELL-N', 'companyName': 'United Spirits Limited', 'industry': 'BREW/DISTILLERIES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE854D01024'}"
158,MANAPPURAM,,EQ,105,105.85,103.55,104.2,105.35,-1.15,-1.09,2529545,263882134.4,17-Aug-22,224.5,81.5,53.5857461,-27.85276074,-47.62,14-Oct-21,https://static.nseindia.com/sparklines/365d/MANAPPURAM-EQ.jpg,16-Sep-22,3.18,https://static.nseindia.com/sparklines/30d/MANAPPURAM-EQ.jpg,https://static.nseindia.com/sparklines/today/MANAPPURAMEQN.jpg,"{'symbol': 'MANAPPURAM', 'companyName': 'Manappuram Finance Limited', 'industry': 'FINANCE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['N1', 'N2', 'N3', 'N4', 'N5', 'N6', 'N7', 'N8', 'N9', 'NA', 'NB', 'ND', 'NE', 'NF', 'NG', 'NH', 'NI', 'NJ', 'NK', 'NL', 'NM'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE522D07784'}"
159,M&MFIN,,EQ,216,219.9,214.75,217.5,219.9,-2.4,-1.09,8381114,1819623661,31-Dec-99,235.1,128,7.486176095,-69.921875,14.17,14-Oct-21,https://static.nseindia.com/sparklines/365d/M&MFIN-EQ.jpg,16-Sep-22,-6.48,https://static.nseindia.com/sparklines/30d/M&MFIN-EQ.jpg,https://static.nseindia.com/sparklines/today/M&MFINEQN.jpg,"{'symbol': 'M&MFIN', 'companyName': 'Mahindra & Mahindra Financial Services Limited', 'industry': 'FINANCE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE774D01024'}"
160,PERSISTENT,,EQ,3760,3772.6,3666,3713.9,3755.35,-41.45,-1.1,200026,738507993.6,31-Dec-99,4987.5,3092.05,25.5358396,-20.11125305,-13.85,14-Oct-21,https://static.nseindia.com/sparklines/365d/PERSISTENT-EQ.jpg,16-Sep-22,14.79,https://static.nseindia.com/sparklines/30d/PERSISTENT-EQ.jpg,https://static.nseindia.com/sparklines/today/PERSISTENTEQN.jpg,"{'symbol': 'PERSISTENT', 'companyName': 'Persistent Systems Limited', 'industry': 'COMPUTERS - SOFTWARE', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE262H01013'}"
161,MFSL,,EQ,722,722.45,707.35,712,720.2,-8.2,-1.14,852967,606135409.5,17-Aug-22,1080.7,665.55,34.11677616,-6.979190143,-27.78,14-Oct-21,https://static.nseindia.com/sparklines/365d/MFSL-EQ.jpg,16-Sep-22,-13.28,https://static.nseindia.com/sparklines/30d/MFSL-EQ.jpg,https://static.nseindia.com/sparklines/today/MFSLEQN.jpg,"{'symbol': 'MFSL', 'companyName': 'Max Financial Services Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE180A01020'}"
162,IDEA,,EQ,8.5,8.55,8.3,8.45,8.55,-0.1,-1.17,99003627,830640430.5,18-Aug-22,16.8,7.75,49.70238095,-9.032258065,-21.86,14-Oct-21,https://static.nseindia.com/sparklines/365d/IDEA-EQ.jpg,16-Sep-22,-8.7,https://static.nseindia.com/sparklines/30d/IDEA-EQ.jpg,https://static.nseindia.com/sparklines/today/IDEAEQN.jpg,"{'symbol': 'IDEA', 'companyName': 'Vodafone Idea Limited', 'industry': 'TELECOMMUNICATION - SERVICES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE669E01016'}"
163,BATAINDIA,,EQ,1831.7,1839.4,1800,1809,1832.1,-23.1,-1.26,211896,384286109.8,31-Dec-99,2262,1607.45,20.0265252,-12.53849264,-13.13,14-Oct-21,https://static.nseindia.com/sparklines/365d/BATAINDIA-EQ.jpg,16-Sep-22,-0.01,https://static.nseindia.com/sparklines/30d/BATAINDIA-EQ.jpg,https://static.nseindia.com/sparklines/today/BATAINDIAEQN.jpg,"{'symbol': 'BATAINDIA', 'companyName': 'Bata India Limited', 'industry': 'LEATHER AND LEATHER PRODUCTS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE176A01028'}"
164,ESCORTS,,EQ,2020,2021.95,1976.25,1987,2013.1,-26.1,-1.3,559258,1115221970,31-Dec-99,2190,1306.7,9.269406393,-52.06244739,29.43,14-Oct-21,https://static.nseindia.com/sparklines/365d/ESCORTS-EQ.jpg,16-Sep-22,2.01,https://static.nseindia.com/sparklines/30d/ESCORTS-EQ.jpg,https://static.nseindia.com/sparklines/today/ESCORTSEQN.jpg,"{'symbol': 'ESCORTS', 'companyName': 'Escorts Kubota Limited', 'industry': 'AUTOMOBILES - 4 WHEELERS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['D1'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE042A01014'}"
165,PEL,,EQ,900,914.7,873.15,884.1,895.9,-11.8,-1.32,1907486,1699322053,30-Aug-22,2863.45,786.15,69.12465732,-12.4594543,-71.67,14-Oct-21,https://static.nseindia.com/sparklines/365d/PEL-EQ.jpg,16-Sep-22,-16.72,https://static.nseindia.com/sparklines/30d/PEL-EQ.jpg,https://static.nseindia.com/sparklines/today/PELEQN.jpg,"{'symbol': 'PEL', 'companyName': 'Piramal Enterprises Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['D1', 'D2'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE140A01024'}"
166,ALKEM,,EQ,3296.4,3301.65,3234.1,3252,3296.4,-44.4,-1.35,26080,85038795.2,08-Aug-22,3786,2828,14.10459588,-14.99292786,-19.79,14-Oct-21,https://static.nseindia.com/sparklines/365d/ALKEM-EQ.jpg,16-Sep-22,-1.83,https://static.nseindia.com/sparklines/30d/ALKEM-EQ.jpg,https://static.nseindia.com/sparklines/today/ALKEMEQN.jpg,"{'symbol': 'ALKEM', 'companyName': 'Alkem Laboratories Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE540L01014'}"
